Id,SalePrice
1461,112620.0935
1462,163455.5464
1463,177490.6807
1464,190138.823
1465,189987.9016
1466,169650.4102
1467,170987.6883
1468,159809.2661
1469,191100.3649
1470,119876.3092
1471,188971.2859
1472,97970.8833
1473,99328.66543
1474,145020.5765
1475,108383.699
1476,352603.629
1477,242004.6758
1478,282484.7764
1479,289552.1108
1480,502288.9189
1481,322728.998
1482,206360.3065
1483,173363.3627
1484,164356.3431
1485,190525.742
1486,193919.7944
1487,325170.9747
1488,229715.1073
1489,195736.119
1490,230041.3261
1491,198167.8277
1492,92072.00794
1493,182094.6481
1494,302492.3881
1495,284188.6302
1496,231591.0171
1497,216598.7951
1498,170438.2236
1499,162566.5456
1500,158702.6311
1501,174212.4691
1502,151066.5616
1503,292110.8783
1504,242665.9436
1505,222485.0926
1506,185852.4867
1507,248950.525
1508,188640.9807
1509,158983.8075
1510,144812.8725
1511,151861.5274
1512,172886.2452
1513,143154.6133
1514,147028.5785
1515,191837.8084
1516,147708.5399
1517,166868.8566
1518,127614.7547
1519,220311.8886
1520,126156.7736
1521,125535.7227
1522,175217.9465
1523,104684.1807
1524,127129.9589
1525,120593.9284
1526,111369.8278
1527,107190.5679
1528,129927.8287
1529,141693.9423
1530,178347.2525
1531,116770.4456
1532,98356.21489
1533,148667.1751
1534,114189.6781
1535,138085.4389
1536,106828.2855
1537,69672.26204
1538,153644.9654
1539,216922.1781
1540,103666.0881
1541,134685.623
1542,132495.2621
1543,192891.3972
1544,87226.56188
1545,112129.6775
1546,132893.1068
1547,123138.841
1548,133518.1835
1549,115606.2552
1550,129567.8129
1551,111395.0408
1552,140365.5244
1553,141790.6613
1554,114288.8103
1555,166895.8966
1556,91519.42699
1557,109999.6503
1558,99613.52991
1559,87322.84259
1560,139236.3647
1561,118909.8352
1562,127345.6253
1563,120552.5958
1564,154528.886
1565,146102.2371
1566,244953.0638
1567,78152.47798
1568,235332.043
1569,125792.354
1570,149703.9442
1571,125070.4995
1572,140935.2292
1573,235397.7402
1574,132176.6335
1575,243803.7161
1576,254044.2272
1577,181509.7809
1578,147278.6048
1579,148393.2809
1580,189729.9527
1581,154228.0406
1582,124101.6938
1583,316912.617
1584,221052.4415
1585,138208.0073
1586,65956.12037
1587,105403.7233
1588,149606.4893
1589,91926.14781
1590,133521.8256
1591,93246.59373
1592,111154.1459
1593,116668.8664
1594,113960.9507
1595,109320.2161
1596,207098.3439
1597,186646.7586
1598,209356.9577
1599,167391.6546
1600,163492.0106
1601,71992.67354
1602,107781.7943
1603,86375.69524
1604,263573.4839
1605,254134.2546
1606,167414.5826
1607,172766.4041
1608,209599.4491
1609,182927.7868
1610,149827.6204
1611,139329.5227
1612,171112.8662
1613,166084.1951
1614,120390.9515
1615,90701.392
1616,80255.2621
1617,95851.28736
1618,120710.7094
1619,140651.3696
1620,173168.7834
1621,137196.9555
1622,136337.5846
1623,281916.4712
1624,221660.165
1625,116780.3504
1626,166108.5499
1627,186807.715
1628,281970.713
1629,180220.6545
1630,353972.5505
1631,216695.5434
1632,242793.0801
1633,175937.6843
1634,184206.1086
1635,174633.4718
1636,146771.305
1637,192335.6186
1638,184112.1933
1639,184627.1455
1640,249492.7042
1641,182058.4839
1642,235767.7947
1643,213376.5891
1644,231967.8963
1645,198075.907
1646,159956.9164
1647,155078.5742
1648,126270.4113
1649,140368.6384
1650,114927.3973
1651,114475.9316
1652,99094.56555
1653,100978.0869
1654,143346.0509
1655,138424.3674
1656,137285.6122
1657,148007.2502
1658,146413.8597
1659,114620.6137
1660,153213.6824
1661,439484.7764
1662,401580.2508
1663,384333.506
1664,512134.4686
1665,296164.5431
1666,332523.998
1667,369689.5251
1668,347467.6531
1669,306469.1564
1670,349328.824
1671,274016.0637
1672,431180.2599
1673,297203.4765
1674,242786.4582
1675,194984.4244
1676,195306.3417
1677,212614.1891
1678,472507.6139
1679,390547.5507
1680,323419.7167
1681,240014.8726
1682,326268.2891
1683,181673.597
1684,173200.5016
1685,170649.4461
1686,168595.2467
1687,170325.9534
1688,185912.7826
1689,192083.5537
1690,199401.2783
1691,186170.4242
1692,262315.1619
1693,168691.2949
1694,182231.2935
1695,163919.5571
1696,271022.6013
1697,165996.3529
1698,353557.8168
1699,323728.5511
1700,254857.6903
1701,269701.3134
1702,243085.3419
1703,250906.5946
1704,287643.7556
1705,245955.3875
1706,435570.5192
1707,202017.0635
1708,200505.1363
1709,253882.8861
1710,218913.5835
1711,272752.2111
1712,259006.8639
1713,276484.1473
1714,220521.3703
1715,203651.11
1716,178953.2328
1717,174358.6767
1718,125073.4165
1719,209334.9005
1720,235100.4789
1721,161736.4907
1722,116670.6291
1723,156756.6433
1724,202856.0559
1725,244057.9544
1726,185460.2379
1727,154695.2953
1728,177746.5592
1729,160500.168
1730,145669.8725
1731,126413.3382
1732,126429.5285
1733,118558.1728
1734,119132.7135
1735,129447.3322
1736,112687.8465
1737,302970.5842
1738,242839.4814
1739,229805.2766
1740,209982.4068
1741,188633.6729
1742,181711.3773
1743,177840.1717
1744,310963.8166
1745,207250.8937
1746,207052.1535
1747,219371.1141
1748,220426.1041
1749,143980.2225
1750,127280.9063
1751,249202.529
1752,117795.6547
1753,147022.1221
1754,187607.0399
1755,167234.3841
1756,130159.5909
1757,117371.3019
1758,146639.3458
1759,168203.6525
1760,163866.1258
1761,142621.448
1762,175498.6268
1763,183534.161
1764,117062.4448
1765,176186.9094
1766,191345.173
1767,221620.3952
1768,142144.5509
1769,173911.5603
1770,153725.8449
1771,122505.5446
1772,138589.0052
1773,124021.5164
1774,141246.3929
1775,142023.6562
1776,128528.1635
1777,103105.6784
1778,143378.0084
1779,121173.7968
1780,174987.5734
1781,128627.7305
1782,86234.38364
1783,137027.7907
1784,105924.0387
1785,119071.6002
1786,149639.6334
1787,178478.1587
1788,63014.98707
1789,96925.68426
1790,84360.32364
1791,182566.2329
1792,156624.2919
1793,128469.1474
1794,154272.5209
1795,133825.5318
1796,133078.1918
1797,111138.7135
1798,117024.5235
1799,114878.0313
1800,133453.3393
1801,118765.7072
1802,132903.6094
1803,147212.0721
1804,140401.8187
1805,137437.3011
1806,119784.8779
1807,140772.8804
1808,119066.8858
1809,116768.7632
1810,137908.6947
1811,91008.45824
1812,91257.80557
1813,113792.6842
1814,85156.53086
1815,57741.85665
1816,99463.62462
1817,108900.3944
1818,150739.0614
1819,121044.7223
1820,65725.63644
1821,106855.9061
1822,141368.9185
1823,61559.24791
1824,128743.2145
1825,140592.0254
1826,107075.9113
1827,96396.44125
1828,132958.0835
1829,123315.4004
1830,142215.851
1831,140175.7127
1832,87303.70018
1833,142420.8288
1834,119584.1806
1835,122719.6075
1836,130286.5658
1837,91484.51314
1838,125991.6791
1839,94009.61387
1840,127595.7385
1841,138739.5076
1842,92909.12883
1843,130249.2614
1844,142952.0493
1845,143873.9396
1846,152941.8994
1847,179720.537
1848,57279.06044
1849,109247.5619
1850,118391.2681
1851,158338.9519
1852,127426.1386
1853,129878.9914
1854,166630.6807
1855,158663.6828
1856,221067.2256
1857,137455.4512
1858,121508.0723
1859,114883.5742
1860,144495.1494
1861,113633.3429
1862,318767.129
1863,294820.5771
1864,294478.5299
1865,339204.5275
1866,328471.8697
1867,227191.8608
1868,297485.0215
1869,203739.4477
1870,234802.5526
1871,242194.2451
1872,172429.2787
1873,248727.7755
1874,140914.8867
1875,202082.9656
1876,200121.2703
1877,215459.9149
1878,196576.6626
1879,129871.5169
1880,130801.6076
1881,252969.3779
1882,251922.8937
1883,187258.2859
1884,204079.5486
1885,244229.0354
1886,293299.7659
1887,219782.3096
1888,273082.1971
1889,168632.9839
1890,122772.0765
1891,131808.8275
1892,102920.9446
1893,132022.1015
1894,124152.4362
1895,140679.9774
1896,125796.746
1897,114209.3854
1898,116703.441
1899,154809.6862
1900,145945.1797
1901,159507.3743
1902,148469.4171
1903,229133.4792
1904,132477.6382
1905,194894.4008
1906,142729.3835
1907,226898.3598
1908,101630.0477
1909,128032.2231
1910,114085.6583
1911,214940.6977
1912,328644.3962
1913,162625.268
1914,69476.98398
1915,297108.9275
1916,63244.81504
1917,259979.2555
1918,139313.0378
1919,184280.2463
1920,159981.4478
1921,378566.635
1922,321729.2584
1923,235649.0353
1924,226164.6979
1925,203598.8674
1926,374033.0729
1927,134864.1498
1928,157634.3155
1929,133186.0135
1930,131198.1638
1931,144587.2802
1932,139430.5574
1933,178112.1497
1934,174440.1544
1935,167245.2187
1936,188163.8272
1937,180867.8765
1938,173347.0829
1939,235453.5272
1940,182737.7719
1941,162116.2977
1942,185114.4552
1943,211822.5776
1944,353514.6912
1945,389463.2684
1946,129523.7224
1947,306059.4582
1948,171279.7301
1949,235011.1404
1950,184286.8832
1951,256569.6722
1952,211084.4724
1953,170710.0007
1954,182346.6327
1955,132845.7995
1956,307934.085
1957,150544.7085
1958,309027.2866
1959,144677.484
1960,112816.5699
1961,117561.0848
1962,99350.30454
1963,108244.3202
1964,107311.6621
1965,139843.1082
1966,135532.4155
1967,295015.4279
1968,426120.9903
1969,393859.9758
1970,393366.8246
1971,476301.4552
1972,384458.6543
1973,284160.3016
1974,325737.043
1975,506140.7118
1976,274930.0958
1977,361786.7135
1978,338638.48
1979,321309.2478
1980,203730.3301
1981,337002.8825
1982,216271.625
1983,200476.1437
1984,166249.4892
1985,221048.537
1986,211647.1985
1987,184257.4055
1988,174392.6452
1989,190675.6983
1990,209863.0462
1991,227784.3662
1992,211372.0785
1993,164613.0196
1994,228421.5683
1995,181741.3286
1996,255463.2945
1997,297730.6476
1998,332389.632
1999,298033.4851
2000,327285.9699
2001,288391.8706
2002,241258.2591
2003,258107.2321
2004,298905.3694
2005,220618.9455
2006,218686.1319
2007,252789.2213
2008,216174.7128
2009,197170.7424
2010,195218.1156
2011,131761.0004
