Id,SalePrice
1461,116648.9514
1462,164206.1916
1463,179705.0863
1464,191251.3
1465,189882.003
1466,176423.8237
1467,173916.0075
1468,164323.9972
1469,181861.8088
1470,122115.4266
1471,191403.5874
1472,96361.76379
1473,101954.2575
1474,147184.6197
1475,110191.2249
1476,345819.5693
1477,239643.9613
1478,274642.6583
1479,283138.5253
1480,471586.2361
1481,314226.4959
1482,201344.7385
1483,174192.7527
1484,164340.3284
1485,185335.267
1486,198516.6761
1487,316467.955
1488,224729.0445
1489,198991.2207
1490,234038.5555
1491,195083.4863
1492,92699.57561
1493,184535.2944
1494,292261.0348
1495,280697.1849
1496,239094.4651
1497,199678.8571
1498,167948.8293
1499,161850.8855
1500,160686.8179
1501,179606.6616
1502,148474.0533
1503,273032.2622
1504,242040.9937
1505,224633.043
1506,189249.3143
1507,255881.7081
1508,196585.2635
1509,158071.2601
1510,145357.6854
1511,149941.2198
1512,173228.0792
1513,141359.8107
1514,150682.512
1515,198445.3956
1516,149598.3376
1517,161958.4577
1518,131677.8578
1519,220130.9017
1520,132637.2762
1521,132173.4992
1522,175650.8174
1523,106815.1489
1524,127699.1863
1525,123615.6264
1526,114038.4901
1527,109520.6299
1528,130274.9387
1529,146206.3588
1530,175051.0374
1531,119788.7667
1532,100284.7671
1533,150637.2876
1534,114013.0191
1535,145797.8043
1536,110691.3833
1537,69955.45776
1538,154270.9437
1539,208124.6411
1540,104776.6296
1541,135505.2656
1542,133038.6595
1543,197671.5707
1544,87723.79195
1545,110504.8181
1546,134030.8824
1547,127918.47
1548,132510.7928
1549,112352.4418
1550,136520.6073
1551,116155.8012
1552,143357.362
1553,143507.7228
1554,114385.5483
1555,173344.7685
1556,94432.96714
1557,111954.5814
1558,98298.16192
1559,87628.24905
1560,141939.8606
1561,122874.3865
1562,131714.3871
1563,126923.3497
1564,160709.2234
1565,148850.0879
1566,232769.6188
1567,79669.61909
1568,232329.63
1569,131187.6388
1570,145082.3818
1571,127174.2195
1572,140223.3978
1573,233457.0477
1574,128268.5947
1575,230786.7529
1576,247473.9086
1577,183032.2252
1578,144946.3861
1579,145526.0085
1580,187200.7935
1581,154135.5639
1582,126683.4284
1583,317860.3794
1584,218253.8295
1585,140023.5387
1586,64536.04864
1587,107641.4115
1588,152638.1071
1589,94710.2437
1590,133385.4981
1591,93304.92527
1592,120598.1883
1593,119404.5346
1594,121578.1345
1595,114758.7757
1596,215767.8451
1597,179766.2368
1598,198984.1104
1599,164172.6857
1600,165443.7847
1601,68452.73387
1602,107211.6433
1603,86117.78403
1604,270526.4119
1605,250869.1857
1606,165457.7531
1607,167774.9736
1608,208647.4649
1609,181367.1195
1610,152235.5444
1611,137966.7236
1612,173495.1245
1613,169670.4148
1614,124316.4685
1615,88952.14103
1616,78007.12743
1617,93110.238
1618,123578.9924
1619,140867.8176
1620,162602.8812
1621,139298.3632
1622,140107.0179
1623,286133.5835
1624,218908.5395
1625,118304.0573
1626,160913.1559
1627,188331.6112
1628,270570.0272
1629,178600.7602
1630,352939.7866
1631,211365.1492
1632,237766.1047
1633,171149.8035
1634,186363.9514
1635,177928.1131
1636,154079.6934
1637,199979.3352
1638,186997.3322
1639,177127.5582
1640,244900.9436
1641,175438.8581
1642,234249.0032
1643,215520.5841
1644,229559.0882
1645,199809.6915
1646,162140.9386
1647,154408.7685
1648,129553.5971
1649,144242.5061
1650,119764.5988
1651,114972.9359
1652,97738.96019
1653,100365.1333
1654,146832.8419
1655,140544.2377
1656,140916.2421
1657,150379.4265
1658,145078.1387
1659,116546.4257
1660,151458.3082
1661,435152.6448
1662,390109.9474
1663,369914.9784
1664,470927.1614
1665,288411.0483
1666,329043.5369
1667,363359.1779
1668,329050.8098
1669,292860.2153
1670,333180.3333
1671,263649.4234
1672,423333.3181
1673,285294.172
1674,237616.9227
1675,194984.5735
1676,194359.2976
1677,214336.3727
1678,457564.9548
1679,387633.249
1680,317147.1724
1681,237449.3475
1682,318385.5249
1683,180951.8705
1684,175050.171
1685,175295.0708
1686,168967.3792
1687,169256.1808
1688,190211.8523
1689,196699.8515
1690,197843.8511
1691,184361.7671
1692,259298.4602
1693,169539.107
1694,187188.572
1695,163216.8194
1696,263359.3527
1697,166335.7122
1698,343873.553
1699,323675.6561
1700,243335.0614
1701,263760.6035
1702,239635.443
1703,246819.4809
1704,281652.2067
1705,236482.1463
1706,419370.5222
1707,208028.3564
1708,200978.5549
1709,257473.1906
1710,216857.4593
1711,270409.2659
1712,254554.915
1713,275173.22
1714,220299.8172
1715,204395.8468
1716,178716.045
1717,172904.186
1718,125259.7366
1719,206762.0676
1720,236781.6896
1721,164523.7082
1722,120341.8871
1723,162230.528
1724,203238.63
1725,237660.7794
1726,187617.6994
1727,156952.6599
1728,179705.8113
1729,162499.2972
1730,150344.8303
1731,127521.2218
1732,130245.1136
1733,120306.839
1734,121863.8982
1735,132810.6142
1736,116750.0525
1737,309295.9585
1738,231101.8535
1739,243423.9756
1740,216151.7662
1741,188344.6441
1742,183874.3284
1743,176186.0166
1744,301836.1298
1745,197717.5233
1746,201705.3959
1747,216985.472
1748,219051.8121
1749,148089.4555
1750,130255.0644
1751,239604.2255
1752,120549.2225
1753,147974.2808
1754,190046.5939
1755,170728.7381
1756,130514.2203
1757,120942.6644
1758,145804.9578
1759,167847.503
1760,163366.0597
1761,148273.4258
1762,183315.3378
1763,175974.6981
1764,115890.4601
1765,175240.8229
1766,185879.0111
1767,215793.669
1768,144352.8405
1769,170181.3674
1770,151179.2009
1771,126528.4688
1772,139378.5027
1773,128126.1441
1774,141324.33
1775,142980.195
1776,127191.1348
1777,111135.4516
1778,143015.8633
1779,118533.3009
1780,171080.022
1781,132789.8194
1782,85878.1756
1783,144912.1925
1784,107622.2162
1785,123701.8485
1786,161276.3503
1787,171271.735
1788,60319.57294
1789,97664.80537
1790,82341.36938
1791,182480.1679
1792,158044.1229
1793,128852.5756
1794,150228.4703
1795,135509.3
1796,133284.2689
1797,117022.5814
1798,119755.8146
1799,116462.7434
1800,133376.3232
1801,123628.7827
1802,135052.4489
1803,147015.6729
1804,144805.0139
1805,137386.9496
1806,118368.5336
1807,136327.4027
1808,115953.6633
1809,115777.7924
1810,143319.6795
1811,92552.04316
1812,93405.71969
1813,119004.7994
1814,88000.49119
1815,57171.00109
1816,99100.94388
1817,114004.9691
1818,155736.5565
1819,121970.8425
1820,63617.33046
1821,108192.3144
1822,140351.5117
1823,54975.49685
1824,132383.6056
1825,144864.1962
1826,110150.5507
1827,99129.87386
1828,135352.4283
1829,118643.3154
1830,143465.4357
1831,140937.9042
1832,91345.73814
1833,143842.981
1834,120265.6435
1835,116776.0494
1836,131526.8813
1837,93247.63421
1838,130751.8329
1839,90937.15218
1840,136927.8495
1841,142219.0546
1842,95001.4052
1843,131141.392
1844,143238.8142
1845,144288.1463
1846,153740.49
1847,170192.1802
1848,56292.54707
1849,109793.5506
1850,116673.3151
1851,162127.7693
1852,126489.4777
1853,135972.9851
1854,164931.1651
1855,151324.2018
1856,222118.6903
1857,144571.8416
1858,129152.3403
